customer_id,first_name,last_name,date_of_birth,address_id,customer_typeid
10310,Sunday,Shannon,5/25/1980,210,3
10637,Oswaldo,Pruitt,1/21/1988,871,1
10521,Sandy,Mayer,8/17/1994,1032,2
10035,Dierdre,Bird,4/10/1962,965,3
10711,Shona,Snow,12/8/1965,307,1
10016,Jarvis,Ratliff,1/10/1991,412,1
10873,Mika,Young,10/16/1976,838,2
10157,Soo,Frazier,7/23/1966,1099,2
10146,Armando,Guzman,8/13/1982,830,1
10501,Galina,Mathis,11/4/1988,1061,1
10750,Willis,Haney,3/17/1989,169,1
10289,Brice,Lowe,2/6/1989,951,3
10115,Dione,Avila,8/11/1981,233,1
10919,Tiffiny,Dunn,8/2/1998,833,2
10528,Joannie,Knight,7/13/1996,475,1
10930,Sal,Ingram,3/31/1970,698,3
10147,Vincenzo,Snyder,4/21/1996,717,2
10591,Alonzo,Miller,8/11/1975,788,2
10212,Elwood,Rogers,2/29/1984,589,1
10967,Unknown,Benton,2/27/1999,820,2
10762,Rocco,Moses,6/9/1981,719,3
11017,Mitchel,Cook,9/13/1978,1088,3
10258,Francis,Mitchell,1/29/2000,958,1
10438,Calandra,Branch,6/12/2000,867,3
10185,Neely,Barron,8/9/1988,853,3
10291,Kareem,Peterson,4/18/1989,713,3
10352,Cher,Cooke,9/10/1977,38,2
10386,Brendan,Reid,3/22/2000,1005,1
10324,Burma,Roy,7/27/1966,1172,2
10872,Lucilla,Browning,4/27/1989,684,1
10489,Joan,Aguirre,4/11/1961,200,1
10374,Leo,Burke,7/6/2026,775,1
10441,Brendan,Bridges,8/17/1990,227,3
11090,Codi,Nunez,2/24/1982,867,2
10757,Danae,Shannon,11/21/1964,208,1
10586,Troy,Hatfield,11/2/1976,1011,2
11080,Sang,Bailey,10/26/1986,216,3
10132,Jerrell,Buckley,3/19/1986,790,1
10804,Arden,Hebert,6/16/1987,477,2
10845,Rosy,Price,4/4/1962,435,2
10835,Marketta,Bush,10/1/1995,1087,1
10645,Lavonia,Blankenship,10/29/1992,816,1
10403,Shakita,House,7/14/1986,1113,1
10629,Hector,Austin,3/7/1984,346,2
10618,Sonny,Sellers,2/21/1976,746,2
10751,Kory,Collins,9/5/1961,6,3
10378,Maryetta,York,3/13/1977,542,1
10996,Fausto,Aguirre,3/27/1984,453,1
10366,Burma,Wells,11/22/1993,93,3
10646,Hedy,Knapp,5/28/1990,997,3
10807,Theresia,Valenzuela,12/10/1984,263,1
10883,Tijuana,Lynn,9/3/1984,982,3
10050,Matthew,Love,7/12/1985,638,2
10051,Georgiann,Robinson,2/5/1962,974,2
10766,Anisha,Delacruz,10/9/1969,91,3
10614,Daron,Huffman,3/25/1970,1185,2
10370,Austin,Pate,11/1/1966,1087,3
10312,Amira,Keith,3/25/1962,754,2
10635,Carter,Vasquez,3/21/1988,324,1
10008,Gregg,Stephens,5/17/1996,597,1
10271,Elvis,Conrad,5/25/1987,233,3
10839,Herta,Roberson,12/25/1974,714,3
10774,Lenna,Workman,12/29/1987,550,1
10207,Shirley,Palmer,2/3/1988,474,2
10497,Dexter,Wilkins,1/30/1982,1016,2
10461,Norah,Duncan,9/10/1991,640,3
10471,Merrilee,Contreras,11/28/1984,212,1
10665,Jewell,Ballard,4/26/1987,767,1
10733,Keith,Ferguson,7/11/1967,310,3
10913,Barrett,Brown,8/24/1965,902,2
10300,Ivory,Patterson,7/4/1970,927,2
10354,Brian,Holcomb,2/21/1992,529,3
11010,Elliott,Moran,3/20/1969,616,1
10649,Lakeesha,Patton,6/25/1990,1151,2
10274,Tonette,Montgomery,5/31/1988,581,2
10397,Micah,Estrada,2/22/1961,63,2
10747,Aldo,Mann,5/23/1975,608,3
10103,Elza,Whitehead,3/18/1965,229,3
10078,Lisbeth,Townsend,12/28/1977,304,1
10356,Laveta,Livingston,4/26/1977,424,2
10820,Bennett,Moody,9/25/1982,545,3
10569,Madalyn,Perkins,10/29/2025,64,1
10940,Minna,Mccall,5/13/1964,1208,2
11022,Gaston,Reed,10/26/1993,982,3
10201,Kizzie,Dyer,6/11/1978,511,2
10110,Teodora,Ellis,6/25/1976,1130,2
10746,Giovanni,Jarvis,3/22/1995,48,3
10562,Renetta,Deleon,NaT,313,3
10582,Milton,Powell,12/19/1964,934,1
10600,Genevive,Knapp,5/4/1990,1106,1
10062,Antonina,Barber,4/1/1993,996,2
10174,Mathew,Chandler,7/23/1985,32,3
10047,Lucius,Marks,10/13/1974,601,1
10065,Shea,Park,1/17/1969,153,3
10833,Ignacio,Curtis,11/4/1985,202,3
10089,Barrett,Fischer,11/29/1987,31,3
10638,Tommy,Holland,5/2/1963,902,2
10585,Lashaunda,2aller,3/27/1976,573,2
11050,Sharee,Golden,11/2/1991,108,1
10029,Maile,Harper,8/1/1966,989,2
10255,Raleigh,Randolph,11/6/1966,839,1
10336,Rana,Lee,1/12/1967,240,2
10802,Necole,Rich,4/11/1984,708,3
10339,Andrea,Park,4/20/1994,934,2
10729,CarCy,Nichols,NaT,878,3
10602,Kristofer,Anderson,11/12/1979,1138,2
10098,Bobbie,Underwood,11/1/1970,976,1
10476,Ruben,Graves,3/22/1961,471,2
10273,Reuben,Donovan,11/20/1978,1178,2
10726,Ernest,Gibbs,6/4/1990,657,3
11088,Anjanette,Harper,9/22/1973,931,3
10530,Louanne,Crosby,9/27/1969,425,2
10698,Darron,Montgomery,3/27/1961,869,2
10644,Kasi,Frazier,10/27/1999,575,3
10975,Les,Juarez,7/18/1992,1056,2
10330,Joya,Dotson,10/1/1995,1033,2
10831,Tyler,Bean,4/23/1981,110,2
11085,Rayford,May,7/14/1985,1035,1
10322,Alaine,Knox,9/1/1998,530,1
11038,Jacquelynn,Cobb,9/4/1984,862,2
10034,Kimbery,Sherman,2/24/1980,1056,2
10442,Quinn,Herman,5/7/1984,497,1
10215,Eugenio,Peters,1/7/2026,582,3
10994,Chang,Delgado,10/23/1962,392,2
10224,Kandra,Harmon,7/31/1966,533,1
10619,Solomon,Vasquez,11/24/1973,1134,1
10518,Apolonia,Prince,3/26/1981,476,3
10620,Grisel,Wallace,4/9/1978,288,3
10087,Drew,Moran,10/8/1989,642,2
10944,Annika,Beard,11/12/1961,910,3
10945,Cleveland,Valenzuela,9/21/1985,1050,1
10947,Eloy,Baldwin,1/16/1988,178,1
11042,Emery,Lindsey,5/23/1965,1161,3
11020,Yan,Maddox,NaT,1181,3
10540,Taina,Camacho,1962-15-01,362,2
10788,Sherly,Meyer,8/10/1966,1208,2
10096,Paris,Gomez,7/31/1988,860,3
10916,Nery,Harding,NaT,899,3
10109,Isidro,Wells,6/23/1978,411,2
10345,Otha,Hurley,8/18/1991,799,2
10228,Christian,Guerra,7/5/1963,16,2
11014,Fermin,Ashley,1/30/1960,55,1
10924,Johnette,Shannon,5/25/1960,868,3
10396,Jessia,Woods,11/8/1998,774,3
10691,Tamekia,Forbes,4/8/1966,792,3
10456,Heath,Owens,11/8/1970,235,2
10952,Tarah,Meadows,4/15/1979,1164,3
10808,Karine,Pacheco,2/13/1960,188,2
10191,Duncan,Pearson,7/10/1994,310,3
10178,Isis,Hart,NaT,530,1
10599,Leigh,Avery,1974-31-01,1121,2
10084,Anibal,Andrews,12/2/1961,680,2
10678,Gary,Chase,1/19/1998,236,1
10272,Vern,Haley,4/3/1974,29,3
10129,Jere,Bridges,8/30/1982,210,2
10923,Hank,Wong,3/11/1977,983,3
11057,Herb,Ryan,9/12/1971,952,3
10459,Trinity,Mcintyre,10/20/1987,984,3
10423,Grover,Hansen,9/12/1971,991,3
10519,Kera,Larsen,9/24/1991,313,1
10220,Layla,Pate,8/27/1963,364,2
10769,Johnie,Pate,1/26/1985,215,3
10383,Zandra,Davenport,5/21/1985,1042,1
10237,Woodrow,Bowman,6/21/1977,1150,2
10917,Desmond,Davidson,10/7/1967,250,3
10033,Tandy,Schwartz,3/21/1965,464,1
10997,Mila,Espinoza,5/5/1961,206,3
10493,Francis,Dean,9/22/1992,261,3
10232,Lexie,Burns,5/5/1993,999,2
11045,Sherill,Spears,1/6/1998,962,3
10032,Domonique,Davis,3/15/1987,887,1
10555,Sueann,White,NaT,489,1
10172,Jacquelynn,Gates,6/1/1968,382,3
10685,Florentina,PEte,4/25/1987,330,3
10028,Arica,Burris,1/30/1960,362,3
10577,Terrence,Richmond,6/13/1965,943,3
10918,Jacelyn,Middleton,1/8/1992,405,1
10117,Jaime,Austin,9/24/1987,978,3
10187,Odelia,Wright,3/24/1976,776,1
10642,Garland,Farmer,6/16/1985,500,2
10597,Robin,O'connor,10/16/1973,641,1
10971,Bernard,Acosta,5/27/1997,1007,3
10664,Julian,Vazquez,12/12/1986,574,1
10385,Unknown,Scott,6/22/1993,485,1
10427,Lino,Mcconnell,3/21/1972,594,3
10458,Belkis,Trevino,5/13/1994,832,2
10251,Wilmer,Rios,4/11/1970,772,3
10064,Clelia,Blackwell,12/24/1971,47,2
10009,Clark,Unknown,9/7/1999,728,2
10836,Avery,Gould,3/10/1965,139,2
10490,Jackie,Norman,1/4/1972,718,2
10313,Vito,Baxter,10/6/1971,770,3
10990,Sang,Carr,8/6/1982,282,3
10805,Hal,Unknown,4/25/1982,1057,2
10985,Meda,Dunn,12/24/1967,866,1
10053,Antonio,Bullock,5/16/1997,847,3
10279,Tiny,Garcia,10/13/1985,1208,3
10419,Hollis,Martinez,4/15/1969,180,1
10342,Jerrod,Lamb,8/9/1980,892,1
10484,Theresia,Jefferson,9/24/1962,496,2
10167,Gaynelle,Herman,9/23/1967,1029,3
10593,Beckie,Simon,7/29/1988,401,1
10704,Katheleen,Cooley,4/22/1960,629,2
10259,Rossie,Blair,11/5/1998,930,3
10443,Unknown,Unknown,6/9/1972,944,2
10475,Shea,Rosales,8/16/1983,1153,3
10906,Lindsay,Contreras,12/24/1997,154,3
11035,Bo,Le,10/19/1983,57,2
10532,Branden,Floyd,3/29/2026,1077,2
10960,Cecila,Wheeler,1/12/1966,400,3
10784,Prince,Hamilton,10/9/1963,703,3
10565,Gertrud,Brown,10/12/1993,828,3
10243,Kirby,Molina,3/15/1969,328,3
10863,China,Farrell,9/21/1960,972,3
10381,Rhona,Benson,11/16/1961,1032,2
10090,Drew,Hoffman,10/10/1966,925,1
10660,Wilhemina,Mckinney,12/17/1968,671,1
10652,Rory,Burris,6/24/1988,836,3
10722,Van,Rodriquez,9/16/1967,5,3
11069,Shani,Klein,2/14/1971,585,3
10898,Isreal,Hull,1/27/1975,36,1
10454,Mickie,Mercado,12/5/1998,1017,3
10404,Delmer,Fernandez,12/10/1979,559,3
10738,Shaquita,Pruitt,1/10/1994,884,2
10499,Chante,Navarro,8/27/1989,210,3
10693,Frank,Campos,3/25/1979,96,2
10507,Latoria,Mendez,3/30/1979,247,1
10094,Nida,Wright,2/20/1974,1090,2
10812,Latashia,Higgins,3/27/1987,56,3
10229,Myles,Watson,5/18/1971,545,3
10483,Cassey,Roach,5/13/1997,543,3
10077,Dario,Campbell,4/16/1964,12,2
10541,Zulema,Powell,3/24/1967,207,2
10737,Zackary,Warner,11/10/1972,905,1
10520,Adah,Grimes,11/17/1992,408,1
11060,Damion,Mueller,10/13/1967,998,1
10304,Joshua,Cline,3/16/2000,878,1
10953,Shane,Silva,12/12/1973,197,3
11078,Somer,Gibson,6/12/2000,945,2
10956,Elanor,Lloyd,9/22/1989,22,2
10390,Bud,Reid,1/21/1993,1197,3
10154,Unknown,Waters,9/7/1973,699,3
10622,Tambra,PresVon,12/10/1990,283,2
10347,Randell,Castaneda,6/7/1998,280,2
10775,Evita,Rutledge,8/26/1983,1169,2
10030,Sulema,Ross,10/9/1995,719,3
10122,Felipe,Munoz,11/27/1988,975,3
10211,Cordell,Cooley,2/12/2000,1136,3
10036,Garland,Berry,6/19/1985,154,3
10743,Seymour,Malone,12/5/1990,38,1
10561,Magen,Hansen,9/18/1962,251,3
10584,Kimiko,Griffith,6/22/1961,91,3
10281,Marylyn,Nichols,9/5/1963,269,2
11095,Angelena,Collier,2/6/1986,269,1
10666,Geraldo,Dale,6/15/1998,880,3
10594,Joaquin,Riddle,11/5/1972,604,3
10925,Minh,Horne,10/31/1966,1110,2
10858,Sherwood,Finch,12/25/1999,116,1
10455,Verlie,Garrett,12/28/1965,276,2
10859,Apolonia,Valencia,8/4/1970,395,1
10042,Lynn,Reynolds,4/24/1962,281,2
10301,Alexander,Buchanan,3/16/1967,803,2
10800,Rosendo,Roman,10/11/1980,1067,1
10847,Denyse,Snider,10/22/1989,461,2
10688,Man,Jenkins,1/27/1981,1129,1
10504,Victor,Barry,3/14/1960,928,1
10292,Cyrus,Garcia,4/22/1978,750,1
10081,Sherman,Buck,11/1/1998,292,3
10610,Olen,Compton,12/27/1987,289,3
10846,Long,Parsons,9/1/1969,303,3
10999,Von,Villarreal,9/23/1963,304,1
10358,Jacquelyne,Bowman,10/15/1977,974,1
10891,Bryanna,Hendrix,4/26/1987,1077,3
10295,Santo,Pugh,11/14/2000,250,3
10712,Boyd,Reyes,3/7/1987,889,2
10027,Dario,Fletcher,1/5/1983,1117,1
10659,Theressa,Bailey,01.18.1960,812,3
10392,Christena,CaMrillo,10/10/1967,1025,2
10706,Shawnda,Summers,4/26/1986,231,3
10799,Colton,Mack,4/7/1990,1161,3
10564,Amal,Duran,7/22/1968,1052,3
10128,Lexie,Mckinney,12/5/2025,946,1
10488,Dagny,Chapman,8/26/1980,935,2
10742,Victor,Eaton,4/14/1976,392,2
10346,Cruz,May,10/31/1989,891,2
10444,Suk,Hewitt,10/10/1982,540,1
10860,Jess,Griffin,8/11/1973,360,2
10447,Marketta,Jacobs,10/15/1966,128,1
10134,Shemika,Pena,8/31/1982,291,3
11024,Apryl,Short,10/22/1965,47,3
10701,Eufemia,Martinez,6/26/1978,740,3
10005,Orlando,Valencia,1/6/1962,641,1
10529,Drew,Whitley,1/6/1973,490,1
10238,Kermit,Harris,9/4/1979,148,2
10974,Santiago,Burton,3/30/1999,1143,3
10707,Fransisca,Barker,11/16/1983,980,1
10714,Rachal,Cervantes,1/20/1968,1205,1
10874,Dorthey,Ashley,12/13/1979,381,2
10162,Silva,Riggs,1/1/1992,728,1
10811,Santos,Drake,6/17/1963,63,3
10389,Francie,Daugherty,4/25/1986,703,2
10911,Emil,Cotton,11/7/1969,327,2
10440,Deshawn,Gutierrez,6/16/1967,1108,3
11000,Marylyn,Henry,5/3/1968,673,2
10176,Maisha,Wilkins,2/4/1977,289,2
11079,Michel,Briggs,3/13/1969,71,3
10102,Unknown,Potts,12/25/1977,292,3
10628,Fredda,Morrison,9/7/1983,633,2
10723,Harlan,Baldwin,NaT,892,2
10473,Shay,Kane,11/8/1991,282,2
10848,Nguyet,Sutton,6/6/1984,667,1
10822,Blondell,Wolf,6/28/1972,1202,3
10041,Boyd,Mays,2/26/1990,1055,3
10480,Lavera,Woodard,3/4/1994,1,2
10517,Latrisha,Sosa,4/6/1975,719,2
10857,Rich,Woodward,4/10/1968,640,2
10492,Velvet,Knowles,2/25/1991,980,2
10680,Audria,Larsen,11/7/1989,301,1
10025,Breann,Reeves,1/16/1980,878,2
10430,Jamika,Cole,12/26/1981,212,2
11007,Bob,Shepard,7/23/1961,890,3
10367,Jama,Gilmore,4/3/1968,263,3
11026,Wynell,Myers,12/21/1981,320,1
10469,Tanna,Willis,5/2/1969,185,1
10418,Jae,Bowman,7/13/1965,741,1
10801,Carey,Unknown,10/5/1973,630,1
10548,Merilyn,Daugherty,5/23/1976,705,1
10829,Mac,Booker,12/7/1960,1115,2
10556,Arcelia,Harding,4/15/1987,672,2
10601,Jamey,Hendrix,1/14/1993,1087,1
10818,Nikole,Garza,1/31/1990,161,3
10856,Don,Bird,8/30/1991,1176,1
10067,Shyla,Unknown,8/11/1962,1079,2
10487,Roscoe,Carlson,4/18/1962,134,1
10315,Iesha,Sampson,10/30/1975,690,2
10368,Duncan,Bowers,8/11/1986,128,1
10817,Ming,Dennis,8/27/1962,265,1
11065,Despina,Heath,4/28/1999,1095,1
10474,Roscoe,Hayden,NaT,186,2
11054,Tandra,Rosales,7/2/1993,550,2
11059,Unknown,Lawrence,12/3/1994,2,1
10171,Lou,Zamora,6/29/1978,806,3
11003,Lauran,Mcmillan,6/1/1983,1210,1
10809,Tonette,Cobb,2/20/1964,982,2
10099,Georgiann,Whitnker,8/10/1963,762,3
10428,Raphael,Lewis,9/13/1966,1163,2
10457,Louanne,Hodge,9/13/2000,146,1
10868,Kimberlie,Harmon,12/7/1971,155,2
10349,Quentin,Dalton,10/4/1985,1023,3
11048,Lavona,Mooney,6/30/1966,15,1
10546,Freeman,Black,10/6/1965,1074,3
10270,Jene,Mcintosh,6/2/1970,844,1
10319,Yee,Garcia,12/1/1974,1204,3
10732,Mao,Walls,5/23/1979,806,2
10160,Chun,Sparks,1/2/1966,923,2
10104,Unknown,Curry,12/19/1968,824,1
10173,Hassie,Gregory,4/22/1962,820,3
10326,Tatyana,Morrison,6/3/1981,798,1
10509,Fernando,Ortega,1/6/1972,730,2
10021,Weldon,FultoD,4/20/1990,689,3
10247,Neil,Adkins,10/2/1977,737,1
11058,Terry,Harmon,10/1/1997,240,1
10538,Russell,Massey,1/9/1994,46,3
10592,Lester,Wright,10/5/1997,961,2
10834,Felton,Hamilton,4/23/1993,988,2
10791,Thresa,Levine,10/11/1978,819,2
10621,Christene,Chambers,10/21/1989,28,3
10164,Kalyn,Davidson,2/27/1977,1145,1
10417,Florencia,Abbott,5/14/1998,31,3
10285,Myung,Shields,7/17/1964,548,3
10667,Rudy,Waller,1/2/1984,322,1
10823,Cecil,Dillard,4/29/1993,359,1
11070,Clyde,Bird,6/8/2026,691,3
10789,Livia,Carroll,7/21/1998,115,1
10770,Tawna,Hess,1/10/1996,1146,2
10236,Mertie,Mccray,5/19/1971,79,1
10382,Mitch,Brady,1/27/1960,477,2
10838,Phylicia,Charles,10/25/1999,584,1
10730,Gonzalo,Vaughn,7/23/1983,707,1
10719,Dakota,Palmer,8/2/1969,745,2
10155,Harris,Dillon,8/8/1976,480,2
10305,Londa,Mcdaniel,6/16/1970,562,3
10091,William,Nieves,5/22/1970,420,3
10433,Sherlene,Walker,5/11/1970,532,2
10399,Ariel,Levine,6/4/1969,902,1
10394,Valentine,Griffith,12/25/1963,1024,3
10453,Jeremiah,Terrell,12/3/1975,153,2
10765,Junior,Witt,7/9/1992,870,1
10869,Glenn,Glenn,11/20/1992,662,2
10522,Thersa,Myers,12/6/1974,622,2
10915,Natisha,Mccarthy,11/8/1968,968,3
10840,Marvin,Santiago,2/8/1971,397,3
10903,Cecille,Lewis,3/21/1981,409,2
10244,Ara,Miller,10/6/1975,458,2
10181,Rosenda,Bartlett,9/19/1976,374,2
10406,Enrique,Burgess,10/17/1967,73,1
10405,Huey,Middleton,6/1/1973,165,3
10692,Denae,Richmond,9/22/1992,1064,1
11009,Shane,Daniels,6/6/1973,881,3
10894,Gaston,Chavez,11/30/1968,805,2
10353,Loren,Day,5/10/1983,913,2
10715,Preston,Shepard,3/4/1962,442,3
10609,Carli,Sampson,4/22/1963,138,1
10866,Glen,Barton,5/2/1998,805,2
10019,Rey,Anthony,5/27/1966,291,3
10853,Demetrius,Diaz,9/20/1977,371,1
10408,Dean,Huffman,1/15/1962,715,1
10889,Mack,Edwards,11/29/2000,267,3
10651,Kathern,Silva,4/17/1963,784,3
10204,Lenna,Terrell,8/31/1997,5,1
10114,Jacqulyn,Jarvis,8/26/1972,701,3
10905,Shavon,Barron,6/18/1984,1012,3
10781,Olin,Foster,2/28/1965,681,2
10018,Augustus,Pennington,3/2/1985,589,1
10870,Raleigh,Nelson,5/12/1961,1193,2
10524,Darn,Arnold,4/24/1968,55,3
10188,Rozanne,Frye,10/2/1972,275,1
10718,Wilbert,Gallagher,8/28/1969,227,3
10576,Bryant,Blake,10/5/1960,32,1
10088,Lizzette,Skinner,8/31/1962,9,3
10450,Lisbeth,Buchanan,9/20/1967,271,2
10939,Cliff,Gonzalez,4/16/1989,340,3
10341,Horacio,Hays,1/31/1980,144,3
10280,Reginald,Buck,10/8/1976,1019,3
11074,Lovella,Knowles,11/26/1960,513,3
10163,Sherwood,Douglas,10/19/1966,284,2
10100,Clora,Unknown,9/16/1966,691,1
10195,Marcelino,Unknown,4/3/1967,817,2
10284,Janessa,Watson,8/3/1994,580,1
10496,Unknown,Christian,2/3/1987,1185,2
10371,Carmelina,Hull,5/7/1991,734,3
10265,Myung,Bean,12/29/1981,1077,1
10003,Marcelo,Everett,1/4/1990,930,3
10010,Violette,Dejesus,12/26/1978,525,3
10395,Azalee,Hooper,3/12/1963,511,2
11068,Alvin,Roberts,5/25/1984,923,1
10886,Deane,Bauer,11/21/1970,427,3
10502,Dion,Nelson,6/8/1996,509,1
10199,Yen,Kim,4/12/1993,685,1
10282,Billie,Yates,4/3/1987,6,2
10411,Jeni,Romero,7/1/1977,990,3
10595,Wyatt,Mack,7/7/1991,875,2
11036,Harlan,Caldwell,11/13/1977,107,2
10587,Sage,Walsh,3/11/1990,189,1
10725,Jaleesa,Cole,5/16/1980,58,1
10299,Avery,Floyd,10/4/1999,129,1
10262,Stacy,Spence,9/12/1967,992,3
10581,Carline,Sosa,5/19/1989,1170,2
10966,Sunni,Faulkner,6/8/1988,988,3
10141,Elicia,Shaw,6/22/1980,362,3
10416,Johnathan,Yates,2/4/1976,409,1
10231,Ching,Hoffman,4/21/1960,403,3
10544,Johnny,Clayton,10/25/2000,594,3
11075,Normand,Blair,5/5/1996,1124,2
10318,Fletcher,Stanton,7/6/1979,551,3
10372,Marhta,Keith,5/12/1964,934,1
11027,Hayden,Gardner,6/27/1964,1010,3
11092,Thanh,Acevedo,6/30/1976,1085,3
11097,Karma,Potts,12/8/1969,274,2
10616,Isadora,Mckee,4/14/2026,322,2
10794,Jolie,Perkins,2/8/1961,484,2
11056,Hobert,Howell,10/2/1984,1039,3
10294,Anjanette,Unknown,2/27/1979,675,1
10477,Allegra,Vinson,4/7/1970,1153,1
11037,Sherwood,Parker,5/2/1970,155,3
10825,Hugh,Mills,7/3/1974,857,3
10369,Florencia,Hale,6/12/1963,253,3
10527,Steffanie,Vang,1/28/1995,652,1
10776,Jarrett,Dillard,8/28/1990,579,2
10101,Hector,Calhoun,6/1/1960,653,2
10182,Alfonso,Pennington,NaT,343,1
10380,Malik,Graham,1/23/1969,71,2
10293,Oretha,Sullivan,2/11/1967,833,2
10571,Marcellus,Gilliam,2/24/2000,119,1
10596,Lorriane,Flowers,11/7/1995,457,3
11029,Vance,Spencer,12/19/1995,181,2
10792,Lilliana,Gardner,3/15/1974,793,3
11052,Perry,Chang,6/7/1977,977,3
10321,Mack,Goodwin,9/18/1989,246,3
10200,Kathey,Reilly,1/31/1971,272,3
10216,Seymour,Byers,NaT,290,2
10119,Donetta,Heath,10/16/1989,512,1
10976,Regena,Atkinson,2/26/1980,834,1
11064,Emmy,Peterson,5/20/1983,991,1
10241,Major,Ingram,5/19/1972,67,1
10694,Gaylord,Pratt,11/6/1966,415,2
10910,Chi,Navarro,8/4/1960,987,3
10623,Arianna,Carr,7/13/1979,40,1
10152,Samual,Winters,12/3/1998,690,1
11046,Young,Holder,3/10/1984,648,2
10429,Marth,Huffman,11/22/1967,743,1
10120,Libbie,Hurley,8/26/1978,242,3
10422,Klara,Robles,4/14/1970,618,3
10864,Conception,Hopper,10/5/1975,733,1
11028,Cory,Trujillo,10/11/1987,1195,3
10014,Syreeta,Unknown,9/18/1969,517,3
10445,Kallie,Mclaughlin,6/4/1999,180,1
10297,Alec,Trevino,2/27/1960,911,2
10076,Thad,Bates,12/15/1986,1182,3
10613,Stanley,Lewis,3/31/1966,567,3
11089,Deedee,Sullivan,11/4/1976,313,2
10472,Cristobal,Lowery,10/12/1981,68,3
10446,Clifford,Moore,3/30/1961,400,1
11043,Melodee,Marquez,7/30/1976,762,3
10057,Alysa,Baldwin,5/17/1986,100,3
10796,Johanne,Powers,7/19/1971,158,1
10643,Carylon,Meyers,4/2/1968,222,2
10611,Nathanael,Middleton,12/17/1975,520,1
10783,Grover,Brennan,6/18/1984,774,1
10360,Sheldon,Vang,9/9/1976,235,3
11071,Adam,Unknown,12/19/1980,391,3
10605,Eugene,Navarro,12/2/1997,401,3
10257,Lad,Castro,10/31/1979,1180,3
10116,Rebecka,Petty,7/11/1973,234,2
